Authority Name,SNAC,LAid,Service Name,LGSL,LGIL,Service URL
Amber Valley Borough Council,17UB,4,Find out about registration - tattooists piercing and electrolysis,680,8,http://www.ambervalley.gov.uk/business/health-and-safety/safety-inspections.aspx
Amber Valley Borough Council,17UB,4,Regulation of registration - tattooists piercing and electrolysis,680,9,http://www.ambervalley.gov.uk/business/health-and-safety/safety-inspections.aspx
Amber Valley Borough Council,17UB,4,Find out about open and derelict properties,684,8,http://www.ambervalley.gov.uk/housing/empty-homes.aspx
Amber Valley Borough Council,17UB,4,Find out about: Licences - riding establishment,696,8,http://www.ambervalley.gov.uk/business/licences-and-street-trading/riding-establishments-licences.aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - riding establishment,696,9,http://www.ambervalley.gov.uk/business/licences-and-street-trading/riding-establishments-licences.aspx
Amber Valley Borough Council,17UB,4,Find out about: Licenses - zoos,699,8,http://www.ambervalley.gov.uk/business/licences-and-street-trading/dangerous-animal-licences.aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - zoos,699,9,http://www.ambervalley.gov.uk/business/licences-and-street-trading/dangerous-animal-licences.aspx
Amber Valley Borough Council,17UB,4,Find out about emergency planning for a major incident,703,8,http://www.ambervalley.gov.uk/environment-and-planning/planning.aspx
Amber Valley Borough Council,17UB,4,Find out about  cooling tower registration  ,707,8,http://www.ambervalley.gov.uk/business/health-and-safety/cooling-towers.aspx
Amber Valley Borough Council,17UB,4,Regulation of cooling tower registration,707,9,http://www.ambervalley.gov.uk/business/health-and-safety/cooling-towers.aspx
Amber Valley Borough Council,17UB,4,Find out about local council meetings,719,8,"http://www.ambervalley.gov.uk/council-and-democracy/councillors,-democracy-and-elections/council-meetings.aspx"
Amber Valley Borough Council,17UB,4,Find out about election results,721,8,"http://www.ambervalley.gov.uk/council-and-democracy/councillors,-democracy-and-elections/elections.aspx"
Amber Valley Borough Council,17UB,4,Find out about freedom of information requests,722,8,http://www.ambervalley.gov.uk/council-and-democracy/data-protection-and-freedom-of-information/freedom-of-information.aspx
Amber Valley Borough Council,17UB,4,Find out about holiday accommodation,734,8,http://www.ambervalley.gov.uk/leisure-and-culture/tourism-and-travel/holiday-accommodation.aspx
Amber Valley Borough Council,17UB,4,Find out about: Licences - pleasure boats,739,8,http://www.ambervalley.gov.uk/leisure-and-culture/tourism-and-travel/holiday-accommodation.aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - pleasure boats,739,9,http://www.ambervalley.gov.uk/leisure-and-culture/tourism-and-travel/holiday-accommodation.aspx
Amber Valley Borough Council,17UB,4,Application to renew a pleasure boat hire licence,739,14,http://www.ambervalley.gov.uk/leisure-and-culture/tourism-and-travel/holiday-accommodation.aspx
Amber Valley Borough Council,17UB,4,Find out about licences - caravan sites,743,8,http://www.ambervalley.gov.uk/housing/caravan-and-camp-site-licences.aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - caravan sites,743,9,http://www.ambervalley.gov.uk/housing/caravan-and-camp-site-licences.aspx
Amber Valley Borough Council,17UB,4,Find out about local arts events,838,8,http://www.ambervalley.gov.uk/leisure-and-culture/arts-and-entertainment.aspx
Amber Valley Borough Council,17UB,4,Request collection of hazardous waste,850,0,"http://www.ambervalley.gov.uk/environment-and-planning/recycling,-rubbish-and-waste.aspx"
Amber Valley Borough Council,17UB,4,Find out about hazardous waste collection,850,8,"http://www.ambervalley.gov.uk/environment-and-planning/recycling,-rubbish-and-waste.aspx"
Amber Valley Borough Council,17UB,4,Find out about recycling,851,8,"http://www.ambervalley.gov.uk/environment-and-planning/recycling,-rubbish-and-waste/what-happens-to-your-recycling-and-faqs.aspx"
Amber Valley Borough Council,17UB,4,Find out about Local Development Frameworks,856,8,http://www.ambervalley.gov.uk/environment-and-planning/planning/community-planning/local-development-framework-(ldf).aspx
Amber Valley Borough Council,17UB,4,Request a collection of clinical waste,859,0,"http://www.ambervalley.gov.uk/environment-and-planning/recycling,-rubbish-and-waste/what-happens-to-your-recycling-and-faqs.aspx"
Amber Valley Borough Council,17UB,4,Find out about collection of clinical waste,859,8,"http://www.ambervalley.gov.uk/environment-and-planning/recycling,-rubbish-and-waste/what-happens-to-your-recycling-and-faqs.aspx"
Amber Valley Borough Council,17UB,4,Have your say: licences - alcohol and entertainment - premises ,860,3,http://www.ambervalley.gov.uk/business/licences-and-street-trading/liquor-licences-.aspx
Amber Valley Borough Council,17UB,4,Find out about licences: alcohol and entertainment - premises ,860,8,http://www.ambervalley.gov.uk/business/licences-and-street-trading/liquor-licences-/premises-licence.aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - alcohol and entertainment premises,860,9,http://www.ambervalley.gov.uk/business/licences-and-street-trading/liquor-licences-/premises-licence.aspx
Amber Valley Borough Council,17UB,4,Find out about registration - motor salvage operator,866,8,http://www.ambervalley.gov.uk/business/licences-and-street-trading/motor-salvage.aspx
Amber Valley Borough Council,17UB,4,Regulation of registration - motor salvage operator,866,9,http://www.ambervalley.gov.uk/business/licences-and-street-trading/motor-salvage.aspx
Amber Valley Borough Council,17UB,4,Renew a registration as a motor salvage operator,866,14,http://www.ambervalley.gov.uk/business/licences-and-street-trading/motor-salvage.aspx
Amber Valley Borough Council,17UB,4,Find out about local consultations,867,8,http://www.ambervalley.gov.uk/council-and-democracy/consultation.aspx
Amber Valley Borough Council,17UB,4,Find out about community safety,870,8,http://www.ambervalley.gov.uk/Community-and-Living.aspx
Amber Valley Borough Council,17UB,4,Find out about licences - homes in multiple occupancy,898,8,http://www.ambervalley.gov.uk/housing/private-rented-housing/rented-housing/houses-in-multiple-occupancy/licensing-houses-in-multiple-occupation.aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - homes in multiple occupancy,898,9,http://www.ambervalley.gov.uk/housing/private-rented-housing/rented-housing/houses-in-multiple-occupancy/licensing-houses-in-multiple-occupation.aspx
Amber Valley Borough Council,17UB,4,Find out about licences - alcohol and entertainment - temporary event,1071,8,http://www.ambervalley.gov.uk/business/licences-and-street-trading/liquor-licences-/temporary-event-notice-(ten).aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - alcohol and entertainment - temporary event,1071,9,http://www.ambervalley.gov.uk/business/licences-and-street-trading/liquor-licences-/temporary-event-notice-(ten).aspx
Amber Valley Borough Council,17UB,4,Find out about tourism - accommodation- camping and caravan sites,1108,8,http://www.ambervalley.gov.uk/housing/caravan-and-camp-site-licences.aspx
Amber Valley Borough Council,17UB,4,Regulation of tourism - accommodation- camping and caravan sites,1108,9,http://www.ambervalley.gov.uk/housing/caravan-and-camp-site-licences.aspx
Amber Valley Borough Council,17UB,4,Find out about: Licences -stage hypnotism,1160,8,http://www.ambervalley.gov.uk/business/licences-and-street-trading/performance-of-hypnotism.aspx
Amber Valley Borough Council,17UB,4,Regulation of licences - stage hypnotism,1160,9,http://www.ambervalley.gov.uk/business/licences-and-street-trading/performance-of-hypnotism.aspx
Amber Valley Borough Council,17UB,4,Find out about Environmental permitting,1210,8,http://www.ambervalley.gov.uk/environment-and-planning/pollution/environmental-permitting/environmental-permitting-apply-on-line.aspx
Amber Valley Borough Council,17UB,4,Regulation of Environmental permitting,1210,9,http://www.ambervalley.gov.uk/environment-and-planning/pollution/environmental-permitting.aspx
Amber Valley Borough Council,17UB,4,Environmental permitting - annual subsistence charge,1210,14,http://www.ambervalley.gov.uk/environment-and-planning/pollution/environmental-permitting.aspx
Amber Valley Borough Council,17UB,4,Get local information about swine flu,1287,8,http://www.ambervalley.gov.uk/community-and-living/infectious-diseases.aspx
Amber Valley Borough Council,17UB,4,Find out about food premises - approval ,1293,8,http://www.ambervalley.gov.uk/health-and-social-care/food-safety.aspx
Amber Valley Borough Council,17UB,4,Regulation of food premises - approval ,1293,9,http://www.ambervalley.gov.uk/health-and-social-care/food-safety.aspx
Amber Valley Borough Council,17UB,4,Get local information on services disrupted by severe weather,1307,8,"http://www.ambervalley.gov.uk/transport-and-streets/roads,-highways-and-pavements/snow-clearance.aspx"
Amber Valley Borough Council,17UB,4,Find out about details of council expenditure over £500,1465,8,http://www.ambervalley.gov.uk/council-and-democracy/council-budgets-and-spending/invoices-500-plus.aspx
Amber Valley Borough Council,17UB,4,Find out when you can check the accounts at  your council,1584,8,http://www.ambervalley.gov.uk/council-and-democracy/council-budgets-and-spending.aspx
Arun District Council,45UC,5,Find out about school holiday schemes,18,8,http://www.inspireleisure.co.uk/inspirekids/daycamps.html
Arun District Council,45UC,5,Find out about local organisations for students,47,8,http://www.arun.gov.uk/cgi-bin/buildpage.pl?mysql=130
Arun District Council,45UC,5,Pay your council tax,57,2,http://www.arun.gov.uk/main.cfm?type=PAYINGYOURCOUNCILT1
Arun District Council,45UC,5,Find out more about council tax,57,8,http://www.arun.gov.uk/main.cfm?type=COUNCILTAX1
Arun District Council,45UC,5,Check your council tax balance,58,0,http://www.arun.gov.uk/main.cfm?type=COUNCILTAX1
Arun District Council,45UC,5,Request e-billing for council tax,58,2,http://www.arun.gov.uk/main.cfm?type=COUNCILTAX1
Arun District Council,45UC,5,Find out about your council tax account,58,8,http://www.arun.gov.uk/main.cfm?type=COUNCILTAX1
Arun District Council,45UC,5,Apply for a discount on council tax,59,0,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Find out about discounts on council tax,59,8,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Apply for an exemption from council tax,60,0,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Find out about exemptions from council tax,60,8,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Apply for a council tax band reduction,61,0,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXBANDSAND
Arun District Council,45UC,5,Find out about council tax band reductions,61,8,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXBANDSAND
Arun District Council,45UC,5,Apply for backdating of council tax benefit,62,0,http://www.arun.gov.uk/main.cfm?type=HOWMUCHBENEFITWILL
Arun District Council,45UC,5,Find out about backdating of council tax benefit claims,62,8,http://www.arun.gov.uk/main.cfm?type=HOWMUCHBENEFITWILL
Arun District Council,45UC,5,Check your eligibility for council tax benefit,63,0,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Find out about council tax benefit,63,8,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Report change of circumstances relating to council tax benefit,64,0,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Find out about changes in circumstances which affect council tax benefit claims,64,8,http://www.arun.gov.uk/main.cfm?type=COUNCILTAXREDUCTIO
Arun District Council,45UC,5,Appeal against a council tax benefit decision,65,0,http://www.arun.gov.uk/main.cfm?type=WHATTODOIFYOUTHINK
Arun District Council,45UC,5,Find out about appeals relating to council tax benefit decisions,65,8,http://www.arun.gov.uk/main.cfm?type=WHATTODOIFYOUTHINK
Arun District Council,45UC,5,Apply for backdating of housing benefit,68,0,http://www.arun.gov.uk/main.cfm?type=HOWMUCHBENEFITWILL
Arun District Council,45UC,5,Find out about backdating of housing benefit claims,68,8,http://www.arun.gov.uk/main.cfm?type=HOWMUCHBENEFITWILL
Arun District Council,45UC,5,Check your eligibility for housing benefit,69,0,http://www.arun.gov.uk/main.cfm?type=HOWMUCHBENEFITWILL
Arun District Council,45UC,5,Find out about housing benefit,69,8,http://www.arun.gov.uk/main.cfm?type=HOWMUCHBENEFITWILL
Arun District Council,45UC,5,Report a change in circumstances affecting housing benefit,70,0,http://www.arun.gov.uk/main.cfm?type=EXISTINGCLAIMANTST
Arun District Council,45UC,5,Find out about changes in circumstances which affect housing benefit claims,70,8,http://www.arun.gov.uk/main.cfm?type=EXISTINGCLAIMANTST
Arun District Council,45UC,5,Appeal against a housing benefit decision,72,0,http://www.arun.gov.uk/main.cfm?type=WHATTODOIFYOUTHINK
Arun District Council,45UC,5,Find out about appeals relating to housing benefit decisions,72,8,http://www.arun.gov.uk/main.cfm?type=WHATTODOIFYOUTHINK
Arun District Council,45UC,5,Find out about 'Hard to Let' council properties,85,8,http://www.arun.gov.uk/main.cfm?type=NEIGHBOURHOODHOUSI&objectid=4096
